date,uniquePageviews,Inquiry,source,medium,campaign,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Month,Impressions,Clicks
10/18/2017,1,OL - Thank You,google,cpc,FY2018_Gmail,0,0,0,0,1,1,0,2017-10,,
10/18/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/18/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/18/2017,2,NA,BDN,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/18/2017,4,NA,SJ,DISPLAY,FY2018_Umbrella,4,0,4,4,4,4,0,2017-10,,
10/18/2017,7,NA,BDN,VIDEO,FY2018_Umbrella,4,14,7,7,10,7,14,2017-10,,
10/18/2017,7,NA,FACEBOOK,PAGELINK,FY2017_Transfer,6,457,7,0,9,7,458,2017-10,,
10/18/2017,15,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,14,21,15,12,16,15,21,2017-10,,
10/18/2017,17,NA,DBM,DISPLAY,FY2018_Umbrella,17,0,17,16,17,17,0,2017-10,,
10/18/2017,121,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,107,1720,117,64,131,117,1720,2017-10,,
10/19/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,0,0,0,1,1,0,2017-10,,
10/19/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/19/2017,2,NA,BDN,DISPLAY,FY2018_Umbrella,0,90,1,1,3,1,90,2017-10,,
10/19/2017,4,NA,DBM,VIDEO,FY2018_Umbrella,0,111,1,0,4,1,111,2017-10,,
10/19/2017,4,NA,SJ,DISPLAY,FY2018_Umbrella,4,0,4,4,4,4,0,2017-10,,
10/19/2017,7,NA,BDN,VIDEO,FY2018_Umbrella,7,0,7,7,7,7,0,2017-10,,
10/19/2017,15,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,15,0,15,12,15,15,0,2017-10,,
10/19/2017,22,NA,DBM,DISPLAY,FY2018_Umbrella,16,83,18,15,25,18,83,2017-10,,
10/19/2017,94,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,88,108,91,42,100,91,109,2017-10,,
10/20/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,15,0,0,1,0,0,2017-10,,
10/20/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,0,0,1,1,2,1,0,2017-10,,
10/20/2017,4,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,2,44,3,3,4,3,44,2017-10,,
10/20/2017,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,4,5,5,0,2017-10,,
10/20/2017,6,NA,BDN,VIDEO,FY2018_Umbrella,4,35,6,5,10,6,35,2017-10,,
10/20/2017,12,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,11,52,12,11,13,12,52,2017-10,,
10/20/2017,19,NA,DBM,DISPLAY,FY2018_Umbrella,15,354,18,17,23,18,355,2017-10,,
10/20/2017,138,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,118,4207,124,61,170,124,4205,2017-10,,
10/21/2017,3,NA,BDN,VIDEO,FY2018_Umbrella,2,9,3,3,4,3,9,2017-10,,
10/21/2017,4,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,69,3,3,10,3,68,2017-10,,
10/21/2017,7,NA,SJ,DISPLAY,FY2018_Umbrella,7,0,7,6,7,7,0,2017-10,,
10/21/2017,16,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,14,5,16,12,18,16,5,2017-10,,
10/21/2017,25,NA,DBM,DISPLAY,FY2018_Umbrella,25,0,25,24,25,25,0,2017-10,,
10/21/2017,95,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,84,2296,92,47,100,92,2296,2017-10,,
10/22/2017,1,CU - Thank You,Gmail,Inbox,FY2018_Gmail,0,0,0,0,1,1,0,2017-10,,
10/22/2017,1,NA,FACEBOOK,PAGELINK,FY2018_Transfer,1,0,1,1,1,1,0,2017-10,,
10/22/2017,1,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,0,1,1,1,1,0,2017-10,,
10/22/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/22/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,1,2,2,0,2017-10,,
10/22/2017,2,NA,SJ,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/22/2017,3,NA,BDN,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2017-10,,
10/22/2017,3,NA,GMAIL,INBOX,FY2018_Gmail,0,82,1,1,3,1,82,2017-10,,
10/22/2017,4,NA,BDN,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2017-10,,
10/22/2017,11,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,11,0,11,7,11,11,0,2017-10,,
10/22/2017,31,NA,DBM,DISPLAY,FY2018_Umbrella,22,245,27,27,36,27,245,2017-10,,
10/22/2017,87,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,85,35,87,47,89,87,35,2017-10,,
10/23/2017,1,OL - Thank You,DBM,Display,FY2018_Umbrella,0,38,0,0,1,0,0,2017-10,,
10/23/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/23/2017,1,NA,SJ,DISPLAY,FY2018_Umbrella,0,6,1,1,2,1,6,2017-10,,
10/23/2017,2,GR - Thank You,google,cpc,FY2018_Graduate,0,126,0,0,3,2,0,2017-10,,
10/23/2017,10,NA,BDN,VIDEO,FY2018_Umbrella,10,0,10,9,10,10,0,2017-10,,
10/23/2017,20,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,17,580,19,15,22,19,580,2017-10,,
10/23/2017,29,NA,DBM,DISPLAY,FY2018_Umbrella,21,330,22,21,29,22,329,2017-10,,
10/23/2017,121,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,110,2122,116,58,138,116,2122,2017-10,,
10/24/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,0,0,0,1,1,0,2017-10,,
10/24/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,33,0,0,1,0,0,2017-10,,
10/24/2017,1,GR - Thank You,google,cpc,FY2018_Graduate,0,93,0,0,1,0,0,2017-10,,
10/24/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/24/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/24/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/24/2017,3,NA,BDN,VIDEO,FY2018_Umbrella,3,0,3,3,3,3,0,2017-10,,
10/24/2017,3,NA,PANDORA,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2017-10,,
10/24/2017,3,NA,SJ,DISPLAY,FY2018_Umbrella,1,14,3,2,6,3,14,2017-10,,
10/24/2017,5,NA,FACEBOOK,PAGELINK,FY2018_Transfer,1,18,3,0,5,3,18,2017-10,,
10/24/2017,11,GR - Thank You,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10,,
10/24/2017,21,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,20,1639,21,15,22,21,1639,2017-10,,
10/24/2017,31,NA,DBM,DISPLAY,FY2018_Umbrella,24,28,29,27,33,29,28,2017-10,,
10/24/2017,96,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,89,927,93,52,100,93,927,2017-10,,
10/25/2017,1,CU - Thank You,SJ,Display,FY2018_Umbrella,0,0,0,0,1,1,0,2017-10,,
10/25/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,0,0,0,1,1,0,2017-10,,
10/25/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,64,0,0,1,0,0,2017-10,,
10/25/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/25/2017,1,NA,FACEBOOK,PAGELINK,FY2018_Transfer,0,12,1,0,1,1,12,2017-10,,
10/25/2017,2,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/25/2017,5,NA,BDN,VIDEO,FY2018_Umbrella,5,0,5,5,5,5,0,2017-10,,
10/25/2017,15,NA,SJ,DISPLAY,FY2018_Umbrella,10,155,13,12,17,13,155,2017-10,,
10/25/2017,19,NA,DBM,DISPLAY,FY2018_Umbrella,18,70,19,19,20,19,70,2017-10,,
10/25/2017,23,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,20,32,22,17,24,22,32,2017-10,,
10/25/2017,85,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,74,657,80,40,93,80,657,2017-10,,
10/26/2017,1,GR - Thank You,google,cpc,FY2018_Gmail,0,86,0,0,2,0,0,2017-10,,
10/26/2017,1,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,0,1,1,1,1,0,2017-10,,
10/26/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/26/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,1,2,2,0,2017-10,,
10/26/2017,3,NA,DBM,VIDEO,FY2018_Umbrella,1,44,2,1,3,2,44,2017-10,,
10/26/2017,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,3,5,5,0,2017-10,,
10/26/2017,12,NA,BDN,VIDEO,FY2018_Umbrella,10,0,12,11,14,12,0,2017-10,,
10/26/2017,20,NA,DBM,DISPLAY,FY2018_Umbrella,18,524,20,20,23,20,524,2017-10,,
10/26/2017,23,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,20,4,22,17,24,22,4,2017-10,,
10/26/2017,108,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,94,4837,103,51,122,103,4838,2017-10,,
10/27/2017,1,CU - Thank You,google,organic,(not set),0,59,0,0,1,0,0,2017-10,,
10/27/2017,1,DC - Thank You,google,organic,(not set),0,54,0,0,1,0,0,2017-10,,
10/27/2017,1,GR - Thank You,google,organic,(not set),0,43,0,0,1,0,0,2017-10,,
10/27/2017,1,HS - Thank You,(direct),(none),(not set),0,55,0,0,1,0,0,2017-10,,
10/27/2017,1,HS - Thank You,google,organic,(not set),0,536,0,0,1,0,0,2017-10,,
10/27/2017,1,HS - Thank You,Spotify,Display,FY2018_Umbrella,0,0,0,0,1,1,0,2017-10,,
10/27/2017,1,OL - Thank You,google,organic,(not set),0,54,0,0,1,0,0,2017-10,,
10/27/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/27/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/27/2017,1,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,0,1,1,1,1,0,2017-10,,
10/27/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,0,1,1,0,2017-10,,
10/27/2017,3,NA,FACEBOOK,PAGELINK,FY2018_Transfer,0,39,1,0,3,1,39,2017-10,,
10/27/2017,3,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2017-10,,
10/27/2017,4,NA,SJ,DISPLAY,FY2018_Umbrella,3,214,4,4,5,4,214,2017-10,,
10/27/2017,6,NA,BDN,VIDEO,FY2018_Umbrella,6,0,6,5,6,6,0,2017-10,,
10/27/2017,19,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,15,74,17,12,20,17,74,2017-10,,
10/27/2017,20,NA,DBM,DISPLAY,FY2018_Umbrella,20,0,20,20,20,20,0,2017-10,,
10/27/2017,88,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,78,217,82,34,91,82,216,2017-10,,
10/28/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,34,0,0,1,0,0,2017-10,,
10/28/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/28/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/28/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/28/2017,2,NA,BDN,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/28/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/28/2017,5,NA,BDN,VIDEO,FY2018_Umbrella,4,15,5,5,6,5,15,2017-10,,
10/28/2017,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,5,5,5,0,2017-10,,
10/28/2017,12,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,11,700,12,7,13,12,700,2017-10,,
10/28/2017,21,NA,DBM,DISPLAY,FY2018_Umbrella,19,18,20,19,21,20,18,2017-10,,
10/28/2017,95,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,89,1200,94,54,102,94,1200,2017-10,,
10/29/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/29/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/29/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/29/2017,2,NA,GMAIL,INBOX,FY2018_Gmail,0,22,1,0,2,1,22,2017-10,,
10/29/2017,4,NA,BDN,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2017-10,,
10/29/2017,4,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,4,0,4,4,4,4,0,2017-10,,
10/29/2017,4,NA,SJ,DISPLAY,FY2018_Umbrella,3,75,4,3,5,4,75,2017-10,,
10/29/2017,11,NA,DBM,DISPLAY,FY2018_Umbrella,8,1380,11,11,14,11,1380,2017-10,,
10/29/2017,14,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,14,0,14,12,14,14,0,2017-10,,
10/29/2017,79,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,73,1277,77,44,111,77,1278,2017-10,,
10/30/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/30/2017,1,NA,FACEBOOK,PAGELINK,FY2018_Transfer,1,0,1,0,1,1,0,2017-10,,
10/30/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/30/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-10,,
10/30/2017,2,NA,SJ,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-10,,
10/30/2017,4,NA,BDN,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2017-10,,
10/30/2017,10,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,8,222,10,6,15,10,221,2017-10,,
10/30/2017,20,NA,DBM,DISPLAY,FY2018_Umbrella,19,48,20,20,21,20,48,2017-10,,
10/30/2017,91,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,81,2817,86,54,100,86,2819,2017-10,,
10/31/2017,2,NA,FACEBOOK,PAGELINK,FY2018_Transfer,0,23,1,0,2,1,23,2017-10,,
10/31/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,1,2,2,0,2017-10,,
10/31/2017,3,NA,BDN,VIDEO,FY2018_Umbrella,2,0,3,2,4,3,0,2017-10,,
10/31/2017,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,3,5,5,0,2017-10,,
10/31/2017,18,NA,DBM,DISPLAY,FY2018_Umbrella,18,0,18,17,18,18,0,2017-10,,
10/31/2017,23,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,23,0,23,15,23,23,0,2017-10,,
10/31/2017,81,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,78,3931,81,51,90,81,3932,2017-10,,
11/01/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,30,0,0,2,1,0,2017-11,,
11/01/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,1691,0,0,1,0,0,2017-11,,
11/01/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/01/2017,1,NA,BDN,VIDEO,FY2018_Umbrella,0,23,1,1,2,1,23,2017-11,,
11/01/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/01/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/01/2017,6,NA,SJ,DISPLAY,FY2018_Umbrella,4,94,6,4,8,6,94,2017-11,,
11/01/2017,26,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,24,371,26,17,28,26,371,2017-11,,
11/01/2017,30,NA,DBM,DISPLAY,FY2018_Umbrella,22,139,27,25,42,27,140,2017-11,,
11/01/2017,104,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,85,3579,94,47,117,94,3579,2017-11,,
11/02/2017,1,OL - Thank You,google,cpc,FY2018_Online,0,29,0,0,1,0,0,2017-11,,
11/02/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/02/2017,1,NA,BDN,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/02/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/02/2017,1,NA,FACEBOOK,PAGELINK,FY2018_Transfer,0,4,1,0,1,1,4,2017-11,,
11/02/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/02/2017,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/02/2017,4,NA,SJ,DISPLAY,FY2018_Umbrella,2,38,4,4,6,4,38,2017-11,,
11/02/2017,17,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,16,12,17,8,20,17,13,2017-11,,
11/02/2017,20,NA,DBM,DISPLAY,FY2018_Umbrella,20,0,20,20,20,20,0,2017-11,,
11/02/2017,85,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,76,762,81,41,90,81,762,2017-11,,
11/03/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/03/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/03/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/03/2017,3,NA,SJ,DISPLAY,FY2018_Umbrella,2,20,3,3,4,3,20,2017-11,,
11/03/2017,5,NA,BDN,DISPLAY,FY2018_Umbrella,5,0,5,5,5,5,0,2017-11,,
11/03/2017,5,NA,BDN,VIDEO,FY2018_Umbrella,3,409,5,5,7,5,409,2017-11,,
11/03/2017,15,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,15,0,15,11,15,15,0,2017-11,,
11/03/2017,24,NA,DBM,DISPLAY,FY2018_Umbrella,24,0,24,23,24,24,0,2017-11,,
11/03/2017,82,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,75,1682,79,43,91,79,1680,2017-11,,
11/04/2017,1,OL - Thank You,google,cpc,FY2018_Online,0,21,0,0,1,0,0,2017-11,,
11/04/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/04/2017,1,NA,FACEBOOK,PAGELINK,FY2018_Transfer,0,6,1,0,1,1,6,2017-11,,
11/04/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/04/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/04/2017,2,NA,BDN,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/04/2017,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,1,2,2,0,2017-11,,
11/04/2017,3,NA,SJ,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2017-11,,
11/04/2017,5,NA,BDN,VIDEO,FY2018_Umbrella,4,1,5,4,6,5,1,2017-11,,
11/04/2017,13,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,10,1718,12,10,14,12,1718,2017-11,,
11/04/2017,23,NA,DBM,DISPLAY,FY2018_Umbrella,23,0,23,22,23,23,0,2017-11,,
11/04/2017,56,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,49,167,53,29,57,53,167,2017-11,,
11/05/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,6,0,0,1,0,0,2017-11,,
11/05/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/05/2017,2,NA,SJ,DISPLAY,FY2018_Umbrella,1,25,2,2,3,2,25,2017-11,,
11/05/2017,3,NA,BDN,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2017-11,,
11/05/2017,5,NA,BDN,VIDEO,FY2018_Umbrella,4,2,5,5,6,5,2,2017-11,,
11/05/2017,20,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,16,57,19,11,22,19,57,2017-11,,
11/05/2017,31,NA,DBM,DISPLAY,FY2018_Umbrella,28,573,30,30,40,30,572,2017-11,,
11/05/2017,61,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,51,1362,57,35,65,57,1362,2017-11,,
11/06/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,0,0,0,1,1,0,2017-11,,
11/06/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/06/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/06/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,0,1,1,0,2017-11,,
11/06/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/06/2017,3,NA,SJ,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2017-11,,
11/06/2017,12,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,9,20,10,5,12,10,20,2017-11,,
11/06/2017,22,NA,DBM,DISPLAY,FY2018_Umbrella,13,1138,17,12,25,17,1138,2017-11,,
11/06/2017,87,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,82,282,85,54,88,85,282,2017-11,,
11/07/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,88,0,0,1,0,0,2017-11,,
11/07/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,0,19,1,1,2,1,19,2017-11,,
11/07/2017,1,NA,BDN,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/07/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/07/2017,2,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,2,0,2,1,2,2,0,2017-11,,
11/07/2017,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/07/2017,6,NA,SJ,DISPLAY,FY2018_Umbrella,2,1825,4,4,7,4,1825,2017-11,,
11/07/2017,18,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,15,1800,18,10,21,18,1800,2017-11,,
11/07/2017,21,NA,DBM,DISPLAY,FY2018_Umbrella,12,450,14,13,21,14,449,2017-11,,
11/07/2017,75,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,71,1172,74,39,80,74,1171,2017-11,,
11/08/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,24,0,0,1,0,0,2017-11,,
11/08/2017,1,NA,DBM,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/08/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/08/2017,1,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/08/2017,2,NA,BDN,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/08/2017,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/08/2017,2,NA,SJ,DISPLAY,FY2018_Umbrella,0,28,1,1,2,1,28,2017-11,,
11/08/2017,4,NA,BDN,VIDEO,FY2018_Umbrella,3,7,4,3,5,4,7,2017-11,,
11/08/2017,9,NA,DBM,DISPLAY,FY2018_Umbrella,9,0,9,8,9,9,0,2017-11,,
11/08/2017,18,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,14,214,15,10,18,15,214,2017-11,,
11/08/2017,91,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,86,1292,89,52,94,89,1292,2017-11,,
11/09/2017,1,CU - Thank You,Spotify,Display,FY2018_Umbrella,0,50,0,0,2,0,0,2017-11,,
11/09/2017,1,GR - Thank You,google,cpc,FY2018_Graduate,0,0,0,0,1,1,0,2017-11,,
11/09/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/09/2017,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/09/2017,1,NA,SJ,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/09/2017,2,NA,BDN,VIDEO,FY2018_Umbrella,2,0,2,1,2,2,0,2017-11,,
11/09/2017,2,NA,DBM,VIDEO,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/09/2017,19,NA,DBM,DISPLAY,FY2018_Umbrella,16,29,19,19,22,19,29,2017-11,,
11/09/2017,28,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,17,487,19,12,33,19,488,2017-11,,
11/09/2017,102,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,97,1560,102,57,111,102,1560,2017-11,,
11/10/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,0,0,0,1,1,0,2017-11,,
11/10/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,19,1,0,1,0,194,2017-11,,
11/10/2017,2,NA,BDN,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/10/2017,2,NA,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/10/2017,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/10/2017,2,NA,SJ,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2017-11,,
11/10/2017,5,NA,BDN,VIDEO,FY2018_Umbrella,1,202,5,4,10,5,202,2017-11,,
11/10/2017,12,NA,SPOTIFY,DISPLAY,FY2018_Umbrella,12,0,12,10,12,12,0,2017-11,,
11/10/2017,17,NA,DBM,DISPLAY,FY2018_Umbrella,14,41,15,12,17,15,41,2017-11,,
11/10/2017,80,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,76,582,79,45,85,79,583,2017-11,,
11/11/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
11/11/2017,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-11,,
